TF	Target	EdgeWeight
POU5F1	RGS5	0.01237543299794197
TRIM28	FUBP1	0.01237400621175766
ZFP42	CLDN10	0.012373555451631546
TRIM28	DSCC1	0.012371748685836792
POU5F1	WNT5A	0.012371460907161236
CTNNB1	NEDD9	0.012368726544082165
TP53	POLR1A	0.012368407100439072
ZFP42	RNPS1	0.012367354705929756
TRIM28	KAT7	0.012366815470159054
ZFP42	SKIL	0.012366785667836666
PRDM1	FZD5	0.012366537936031818
CTNNB1	WDHD1	0.01236631441861391
POU5F1	GYPB	0.012365744449198246
DNMT3B	PPM1H	0.012364860624074936
CTNNB1	MAMLD1	0.012364363297820091
TP53	DNAJC2	0.012363577261567116
CTNNB1	TIPIN	0.01236306969076395
POU5F1	MXI1	0.01236269436776638
CTNNB1	FAM188A	0.01236201636493206
ZFP42	PA2G4	0.012361963279545307
POU5F1	BMP2	0.012356936000287533
JUND	FOXN3	0.012356391176581383
TRIM28	SRSF3	0.012355527840554714
CTNNB1	RNF13	0.012354772537946701
POU5F1	ERCC-00096	0.012354215607047081
NANOG	TLR7	0.012354187667369843
TP53	DSCC1	0.012354160659015179
TP53	RND3	0.01235309150069952
TP53	MLL3	0.01235139835625887
EOMES	DUSP10	0.012351019307971
TP53	ARID3A	0.01235055923461914
JUND	HIF3A	0.012350145727396011
POU5F1	ERCC-00136	0.012347175739705563
CTNNB1	NFE2L3	0.012346447445452213
TRIM28	EPCAM	0.012344731949269772
TRIM28	TADA1	0.012343219481408596
CTNNB1	CREB3L2	0.01234181597828865
EOMES	ENC1	0.012341179884970188
TRIM28	FEZ1	0.012338001281023026
TP53	TCF7L1	0.012336782179772854
NANOG	ETV4	0.012336181476712227
TRIM28	ANKRD50	0.012335533276200294
ZFP42	POLR2H	0.012334093451499939
ZFP42	APEX1	0.01233275979757309
POU5F1	MEIS2	0.012331871315836906
POU5F1	ERCC-00113	0.012330705299973488
CTNNB1	RAX2	0.01232941448688507
GATA3	TBX3	0.01232814323157072
EOMES	PDE3B	0.0123269222676754
CTNNB1	LIFR	0.012326315976679325
CTNNB1	NUAK1	0.01232608500868082
ZFP42	WDR12	0.012324820272624493
TP53	MCM5	0.012323104776442051
EOMES	BAG3	0.012321160174906254
POU5F1	SUPT16H	0.01232060231268406
ZFP42	MAFF	0.012320540845394135
TRIM28	KIAA0528	0.01231895200908184
ZFP42	HOMER1	0.012316849082708359
TRIM28	FN1	0.012316158972680569
TP53	NUP35	0.012316113337874413
ZFP42	ETV4	0.01231443788856268
POU5F1	HSD17B11	0.012314015999436378
NANOG	APBB2	0.012312294915318489
JUND	FUS	0.012311111204326153
CTNNB1	CER1	0.012310395017266273
TP53	H1F0	0.012310194782912731
TRIM28	CA14	0.012308834120631218
EOMES	MYCT1	0.01230678241699934
TP53	YBX1	0.012306315824389458
EOMES	ST8SIA4	0.012305825017392635
POU5F1	MYOCD	0.012304440140724182
TP53	ZNF518B	0.012302435003221035
NANOG	MDM4	0.012301403097808361
POU5F1	LGR5	0.012301103211939335
TP53	TCOF1	0.012300635688006878
POU5F1	ZNF512	0.012298861518502235
TP53	ARL4A	0.01229763962328434
TRIM28	PRICKLE1	0.012296990491449833
TRIM28	PRPS2	0.012296969071030617
NANOG	EHMT2	0.012294845655560493
CTNNB1	MRS2	0.012292983010411263
JUND	HNRNPAB	0.012292029336094856
CTNNB1	CCNB2	0.012289910577237606
EOMES	SH3RF1	0.012289253994822502
POU5F1	GSC	0.012288600206375122
TP53	PLK1	0.012288356199860573
POU5F1	PRPS2	0.012288110330700874
NANOG	SP100	0.012286577373743057
TRIM28	STAT2	0.012284545227885246
EOMES	ALYREF	0.012283604592084885
ZFP42	TEAD1	0.01228337548673153
TP53	ATRX	0.012281705625355244
POU5F1	ELK3	0.012281492352485657
ZFP42	POLR3G	0.012280347757041454
JUND	ZNF471	0.012280178256332874
TP53	KLHL28	0.012279810383915901
TRIM28	SPIB	0.012278453446924686
CTNNB1	SULF2	0.012277956120669842
JUND	ZNF585B	0.012276267632842064
NANOG	FOXN3	0.01227470301091671
POU5F1	LIFR	0.012274621054530144
TRIM28	PTPRZ1	0.012274479493498802
JUND	PLOD2	0.012273954227566719
NANOG	DPYSL3	0.01227366179227829
EOMES	ANKRD1	0.012272803112864494
JUND	SHOX	0.012271392159163952
PRDM1	S1PR3	0.012270000763237476
NANOG	ANKRD28	0.012268994003534317
TP53	ILF3	0.012268900871276855
JUND	SATB1	0.012268388643860817
POU5F1	SLC39A11	0.012268206104636192
TP53	E2F3	0.012267891317605972
POU5F1	PRICKLE1	0.012267772108316422
ZFP42	EWSR1	0.012264592573046684
CTNNB1	SSFA2	0.012262006290256977
TRIM28	PLAGL2	0.012261245399713516
JUND	PCDH7	0.012260377407073975
TRIM28	TMF1	0.012258963659405708
POU5F1	MTERF	0.012258946895599365
ZFP42	FUS	0.012257864698767662
NANOG	ZNF107	0.012256649322807789
CTNNB1	LPGAT1	0.012256366200745106
POU5F1	DYNC2LI1	0.01225609052926302
TP53	ZNF587	0.01225593127310276
TP53	SOX13	0.01225573942065239
JUND	C12ORF23	0.012254915200173855
ZFP42	BUB1B	0.012253819964826107
ZFP42	MRS2	0.012253232300281525
JUND	SMAD6	0.012252045795321465
TP53	ERCC-00003	0.012251926586031914
TRIM28	ASB4	0.012249968014657497
EOMES	SLC35A3	0.01224978081882
TP53	DDX54	0.012248696759343147
TRIM28	NRP2	0.012248379178345203
EOMES	MYOCD	0.012243065051734447
ZFP42	ERCC-00002	0.012242546305060387
EOMES	PLAGL2	0.012242509983479977
CTNNB1	ST3GAL6	0.012240983545780182
CTNNB1	NEDD4	0.012237338349223137
CTNNB1	CRABP2	0.012237324379384518
TP53	ZBTB38	0.012237221002578735
TRIM28	COL5A1	0.012235945090651512
ZFP42	NANOG	0.012233864516019821
TRIM28	SOS2	0.01223339419811964
CTNNB1	PLP1	0.012231794185936451
POU5F1	PLK2	0.01223055087029934
EOMES	LEF1	0.01223006471991539
CTNNB1	RFPL2	0.012229540385305882
TRIM28	KLF8	0.01222807727754116
ZFP42	DNMT3A	0.012227668426930904
TP53	DTL	0.012227549217641354
TP53	VPS13C	0.01222695130854845
MLLT3	COL4A1	0.01222677156329155
JUND	TIMP3	0.01222560741007328
JUND	SEMA3A	0.012222139164805412
CTNNB1	GATA3	0.012220032513141632
POU5F1	RFPL2	0.012219395488500595
JUND	ERCC-00171	0.012217773124575615
TP53	RMI1	0.012216582894325256
JUND	NFKBIA	0.01221373025327921
TP53	POLR2F	0.012212514877319336
TP53	FAM135A	0.01221236027777195
NANOG	CD9	0.012211831286549568
TP53	NFYB	0.012210664339363575
JUND	EGR1	0.012203245423734188
OTX2	ZIC3	0.012201734818518162
TRIM28	TRIM33	0.012201722711324692
CTNNB1	CCNE2	0.012201264500617981
TRIM28	RBMX	0.012200931087136269
TP53	ATF6	0.01219590101391077
DNMT3B	SEMA6A	0.012195897288620472
TRIM28	DKK1	0.01219575759023428
TP53	C11ORF82	0.012193992733955383
ZFP42	CCND1	0.012192643247544765
NANOG	SHOX	0.01219224277883768
POU5F1	AKAP2	0.012191999703645706
ZFP42	POLR1B	0.012190607376396656
TRIM28	ZRANB2	0.012189636938273907
JUND	CCKBR	0.012187927030026913
NANOG	CIITA	0.012187077663838863
TRIM28	HAS2	0.012185851112008095
ZFP42	TLR7	0.01218540407717228
TRIM28	CDC20	0.01218526903539896
TP53	BTBD10	0.012185213156044483
TRIM28	PRTG	0.012185008265078068
TP53	JMJD1C	0.012184284627437592
CTNNB1	BAMBI	0.012184017337858677
EOMES	AES	0.012183544225990772
TRIM28	ZNF521	0.012183076702058315
NANOG	RRAS2	0.012181036174297333
ZFP42	RAVER2	0.012181035242974758
EOMES	PIK3R5	0.01218082383275032
TRIM28	ENC1	0.012180821970105171
TRIM28	SORL1	0.012179767712950706
JUND	ST8SIA1	0.012178626842796803
ZFP42	SSFA2	0.012178578414022923
TRIM28	FAM135A	0.012178211472928524
DNMT3B	PHC1	0.01217694766819477
JUND	ASB4	0.012176869437098503
POU5F1	APOBEC3C	0.012175806798040867
ZFP42	YAF2	0.01217241957783699
TP53	CLDN11	0.012170502915978432
NANOG	ZDHHC21	0.012168808840215206
POU5F1	STK17B	0.012166323140263557
ZFP42	ZNF107	0.012166318483650684
EOMES	MAFG	0.012165705673396587
ZFP42	LRAT	0.012164510786533356
TP53	FASTKD3	0.01216412428766489
NANOG	POU2F1	0.01216206420212984
TRIM28	MSANTD3-TMEFF1	0.012160549871623516
TP53	CEBPZ	0.012160182930529118
POU5F1	ENC1	0.012160169892013073
TP53	ERCC-00136	0.012159514240920544
NANOG	VHL	0.012157071381807327
JUND	PSMD9	0.012156197801232338
NANOG	MAFF	0.012155666947364807
TP53	SLC6A15	0.012153979390859604
ZFP42	MKI67IP	0.012152274139225483
TRIM28	SUPT16H	0.012151923961937428
ZFP42	ZNF589	0.0121505968272686
JUND	NR3C1	0.01215049996972084
NANOG	TCF7L1	0.012149911373853683
ZFP42	CTBP1	0.012149062007665634
TRIM28	MAML3	0.012148947454988956
TP53	TRUB1	0.012146936729550362
EOMES	CCDC81	0.012146741151809692
TRIM28	ILF2	0.012146367691457272
ZFP42	ARHGAP28	0.01214631088078022
JUND	ITGA5	0.012146282941102982
JUND	FOXK1	0.012145358137786388
TP53	TLE1	0.012143139727413654
EOMES	PDGFRA	0.012142033316195011
POU5F1	HTRA1	0.012140353210270405
ZFP42	MRPS35	0.01213911548256874
ZFP42	RFC3	0.012139066122472286
NANOG	VPS13C	0.012138965539634228
TP53	NFAT5	0.012138642370700836
TP53	HIF1A	0.012137038633227348
TRIM28	PRMT6	0.01213604025542736
POU5F1	CNKSR3	0.012135641649365425
ZFP42	REL	0.012135484255850315
ZFP42	BTF3	0.012134275399148464
TRIM28	KDM6A	0.012133892625570297
TP53	ERCC-00092	0.01213071309030056
TP53	HOMER1	0.01213048119097948
ZFP42	MFAP4	0.01213040854781866
JUND	BHLHE40	0.012130096554756165
GATA3	ID1	0.012129836715757847
JUND	KDELR3	0.012129520997405052
TP53	WDR3	0.012127692811191082
TP53	HNRNPD	0.012127624824643135
TP53	NFATC3	0.012127290479838848
TP53	SALL2	0.012125909328460693
CTNNB1	PROM1	0.012124624103307724
TRIM28	POU2AF1	0.012123900465667248
EOMES	FAM89A	0.012121674604713917
POU5F1	ERCC-00009	0.012117650359869003
ZFP42	ASNS	0.012117558158934116
MLLT3	RGS5	0.012116750702261925
EOMES	ITGA5	0.012116526253521442
POU5F1	BAG3	0.012114492245018482
PRDM1	ABCA1	0.012114152312278748
TRIM28	TJP2	0.012113972567021847
JUND	CCDC82	0.012112473137676716
TP53	SEMA5A	0.012112470343708992
TP53	HNRNPK	0.01211229432374239
TRIM28	ZNF280B	0.012110190466046333
CTNNB1	ID1	0.012109045870602131
NANOG	TLE1	0.012108948081731796
TRIM28	COL4A6	0.01210507657378912
NANOG	MED14	0.01210471335798502
ZFP42	ERCC-00060	0.012103155255317688
JUND	GLRX	0.012102923355996609
TP53	SORL1	0.01210273988544941
JUND	SH3RF1	0.01210247352719307
JUND	AMIGO2	0.01210238877683878
POU5F1	NRP2	0.012101705186069012
JUND	ERCC-00046	0.012101390399038792
TRIM28	ZNF8	0.01210071798413992
JUND	TRIP6	0.012098501436412334
TFAP2A	ID1	0.01209837943315506
ZFP42	ILF3	0.01209560502320528
EOMES	COLEC12	0.01209432352334261
TRIM28	LTBP1	0.01209387369453907
DNMT3B	LRAT	0.012092660181224346
JUND	SERHL2	0.01209084689617157
CTNNB1	VPS54	0.012089763768017292
EOMES	PLCB4	0.01208819542080164
EOMES	CITED2	0.012088034301996231
CTNNB1	BARX2	0.012087490409612656
ZFP42	HAS2	0.012087256647646427
TRIM28	SPPL2A	0.012086666189134121
TP53	NR3C1	0.012084653601050377
TP53	HELZ	0.01208411529660225
POU5F1	ERCC-00046	0.0120832659304142
TRIM28	ZBTB10	0.01208318118005991
NANOG	HNRNPD	0.012082947418093681
TRIM28	GCM1	0.012082709930837154
TRIM28	TEAD4	0.012081625871360302
NANOG	POLR2G	0.012079857289791107
POU5F1	KDELR3	0.012079577893018723
NANOG	HNRNPK	0.012079356238245964
TRIM28	IL6ST	0.012079094536602497
POU5F1	MLLT3	0.012078504078090191
ZFP42	DNAJC2	0.012078025378286839
CTNNB1	KAT6A	0.012075682170689106
TRIM28	AGL	0.012075059115886688
TRIM28	GABRB2	0.01207495667040348
EOMES	PPAPDC1A	0.012073681689798832
TP53	TJP2	0.012073585763573647
CTNNB1	BMP2	0.01207231916487217
TRIM28	ANKRD28	0.012070635333657265
ZFP42	RRN3	0.012069273740053177
TRIM28	TNC	0.01206902600824833
JUND	STC1	0.012067927978932858
JUND	HELZ	0.012062896974384785
TP53	DCAF6	0.012060926295816898
JUND	LMX1B	0.01206057146191597
CTNNB1	MEPE	0.012059198692440987
JUND	NONO	0.01205788366496563
EOMES	ZNF238	0.012057188898324966
PRDM1	TRDN	0.012056507170200348
PRDM1	CAMK2D	0.012056426145136356
TP53	CNBP	0.012055675499141216
TP53	ESPL1	0.012055528350174427
EOMES	PENK	0.01205507107079029
ZFP42	CYP1B1	0.012054958380758762
EOMES	ZBTB10	0.012053982354700565
ZFP42	CHAF1A	0.01205364428460598
ZFP42	MCM3	0.012052603997290134
TRIM28	ELL2	0.012049534358084202
ZFP42	TCEA1	0.012048797681927681
TP53	KLHL24	0.01204853318631649
CTNNB1	IFI16	0.012048334814608097
TRIM28	TRAPPC8	0.012047771364450455
JUND	GYPE	0.012047692202031612
GATA3	MSX1	0.01204630360007286
ZFP42	WNT5A	0.012046094052493572
NANOG	SCD5	0.012046054936945438
TP53	PTGR1	0.012046011164784431
ZFP42	EHMT2	0.012045888230204582
TRIM28	SOX4	0.012045704759657383
CTNNB1	ZEB2	0.012045432813465595
ZFP42	SNAPC3	0.012045052833855152
POU5F1	HLX	0.012044490315020084
TRIM28	MCM5	0.012044000439345837
NANOG	FUBP1	0.012041659094393253
POU5F1	ERCC-00062	0.012040682137012482
MLLT3	PRSS23	0.012039580382406712
CTNNB1	PRICKLE1	0.012038392946124077
NANOG	PLAGL2	0.012037824839353561
EOMES	HLX	0.01203717291355133
POU5F1	COLEC12	0.012037056498229504
CTNNB1	SFMBT1	0.012035569176077843
ZFP42	SLC39A8	0.012035363353788853
ZFP42	UBTF	0.012033408507704735
CTNNB1	PLAGL1	0.012032851576805115
JUND	JMJD1C	0.012031546793878078
TRIM28	PMAIP1	0.012031463906168938
JUND	HOMER1	0.012031126767396927
CTNNB1	MAN1A1	0.012029478326439857
POU5F1	SRSF6	0.01202879473567009
NANOG	POLR2I	0.012028787285089493
EOMES	LIFR	0.012027819640934467
ZFP42	CDC20	0.012027575634419918
TP53	UTP15	0.012026915326714516
JUND	ZFHX3	0.012024475261569023
CTNNB1	ZNF239	0.012024221010506153
NANOG	THY1	0.012023093178868294
JUND	SOX13	0.01202209759503603
TP53	WDR12	0.012021727859973907
TRIM28	RAD51AP1	0.012020820751786232
TP53	CCKBR	0.012020239606499672
TP53	SALL3	0.012019246816635132
TRIM28	CDC7	0.012018298730254173
TRIM28	RIOK1	0.012017925269901752
NANOG	CRX	0.012015613727271557
CTNNB1	ELK3	0.012015416286885738
TP53	FOXP1	0.012014929205179214
CTNNB1	ARID5B	0.01201410312205553
TRIM28	SLC19A2	0.01201396994292736
JUND	CCPG1	0.012013494968414307
ZFP42	PTMA	0.012013285420835018
JUND	PPP1R9A	0.012013198807835579
NANOG	ODC1	0.012011424638330936
TP53	ZBTB2	0.012011324986815453
CTNNB1	STK3	0.012009543366730213
TRIM28	ATRX	0.01200935710221529
TP53	REL	0.012007564306259155
CTNNB1	TFB2M	0.012006583623588085
POU5F1	ZNF165	0.012006288394331932
TRIM28	PTGR1	0.012004694901406765
ZFP42	MCM5	0.012003498151898384
TP53	XRN1	0.012002883478999138
CTNNB1	ELAVL2	0.012002289295196533
TP53	B4GALT4	0.012002024799585342
TRIM28	FBXO5	0.01200133003294468
CTNNB1	RFESD	0.012001153081655502
TRIM28	GTF2H2	0.012000986374914646
NANOG	ZNF398	0.012000245042145252
ZFP42	ZDHHC21	0.011999847367405891
POU5F1	ERCC-00108	0.011998029425740242
NANOG	KIF21A	0.01199759915471077
TP53	POLR1B	0.01199717354029417
NANOG	TRIM33	0.01199708878993988
TRIM28	HLA-DQB1	0.011996309272944927
CTNNB1	C3ORF14	0.01199569832533598
CTNNB1	NRIP1	0.011995566077530384
TRIM28	ITGA5	0.011994274333119392
ZFP42	PREPL	0.011993846856057644
JUND	RAD51	0.011993683874607086
CTNNB1	LEPREL1	0.011993098072707653
JUND	LEPREL1	0.011992630548775196
EOMES	BMPR1A	0.011992127634584904
ZFP42	CLDN11	0.011991900391876698
JUND	FLRT3	0.011991322971880436
JUND	S1PR3	0.011990981176495552
TP53	KIAA1804	0.011990628205239773
TP53	ZNF160	0.011990339495241642
JUND	HLA-DQB1	0.011990262195467949
ZFP42	HPRT1	0.011988810263574123
EOMES	ANKRD6	0.011987968347966671
NANOG	SPIB	0.011987309902906418
CTNNB1	COL5A1	0.011987147852778435
EOMES	B3GNT5	0.011987022124230862
EOMES	MANEA	0.0119868703186512
NANOG	RAD51AP1	0.011986642144620419
TRIM28	WDHD1	0.011985476128757
NANOG	POLR1B	0.011984363198280334
TP53	CUL1	0.011984038166701794
POU5F1	NFIA	0.011983814649283886
TP53	BCL11A	0.011983211152255535
TP53	CHEK2	0.0119828712195158
TRIM28	TRUB1	0.011981703341007233
NANOG	PMAIP1	0.011980985291302204
ZFP42	PPPDE1	0.011979601345956326
JUND	MIF	0.011979005299508572
TP53	ERCC-00131	0.011977843008935452
TP53	MSANTD3-TMEFF1	0.011977158486843109
TP53	WWTR1	0.011976426467299461
EOMES	DACH1	0.011975237168371677
POU5F1	NFATC1	0.011975068598985672
TRIM28	MANEA	0.011973944492638111
TRIM28	SFRP1	0.011973634362220764
JUND	ERCC-00060	0.011973164975643158
CTNNB1	PMP22	0.011972608976066113
EOMES	KLF5	0.011972291395068169
TP53	CENPK	0.011971890926361084
POU5F1	TLE2	0.011971126310527325
TRIM28	HRSP12	0.011970688588917255
CTNNB1	HOXB3	0.011969677172601223
TRIM28	NUDT11	0.011968810111284256
CTNNB1	ANXA3	0.011968476697802544
TP53	KDR	0.011967345140874386
TRIM28	RUVBL1	0.011967294849455357
TRIM28	SULF2	0.011966096237301826
NANOG	HMGA1	0.011965639889240265
EOMES	CLGN	0.011964872479438782
NANOG	MEX3C	0.011963864788413048
TRIM28	THY1	0.011963688768446445
ZFP42	PHLDA1	0.011960072442889214
TP53	CNTRL	0.01195860467851162
EOMES	ASXL1	0.011958332732319832
TRIM28	ATP11B	0.011957776732742786
JUND	DNAJC2	0.011957506649196148
TP53	PLAGL2	0.011956825852394104
JUND	PLAGL1	0.011956486850976944
NANOG	EWSR1	0.011955780908465385
ZFP42	WDR3	0.011955738998949528
JUND	ZBTB38	0.011954966932535172
TRIM28	STIM2	0.011952310800552368
TRIM28	AIRE	0.011950335465371609
SMAD2	CTNNB1	0.011950171552598476
JUND	CPE	0.011949840001761913
TRIM28	GPC3	0.0119497524574399
CTNNB1	EPHA4	0.011949703097343445
TP53	UPF2	0.011947483755648136
TP53	BMPR1A	0.011947115883231163
EOMES	TMOD1	0.011946628801524639
CTNNB1	DYNC1I1	0.011946423910558224
POU5F1	SMARCD3	0.011946135200560093
TP53	FOXN3	0.01194391492754221
NANOG	RAX2	0.011943251825869083
ZFP42	KLHL24	0.011942916549742222
TRIM28	CBR1	0.011941403150558472
TP53	KLHL12	0.011941158212721348
EOMES	FLRT3	0.011941047385334969
TRIM28	ZNF587	0.011939488351345062
ZFP42	PATZ1	0.011937623843550682
TP53	CBX3	0.011936857365071774
TP53	MYBL2	0.01193519588559866
PRDM1	GATM	0.01193329133093357
CTNNB1	TCF19	0.011933254078030586
TRIM28	MME	0.011932894587516785
NANOG	YBX1	0.011932347901165485
NANOG	LECT1	0.01192948967218399
JUND	FLRT2	0.011928798630833626
POU5F1	TGFB1	0.011928305961191654
ZFP42	ASB4	0.011927730403840542
ZFP42	SUPT7L	0.011925720609724522
ZFP42	RAX2	0.011924431659281254
CTNNB1	TEAD4	0.011922651901841164
JUND	PBX1	0.011920810677111149
TP53	CCDC138	0.011920561082661152
TRIM28	HIF3A	0.011917917989194393
CTNNB1	HLX	0.01191782671958208
POU5F1	PPARGC1B	0.0119175398722291
TP53	BCLAF1	0.011917066760361195
JUND	HTRA1	0.011916840448975563
EOMES	OXTR	0.011915892362594604
ZFP42	CTNNB1	0.011915357783436775
TRIM28	PAWR	0.011913335882127285
TRIM28	KDR	0.011912437155842781
TP53	MIA3	0.011911476962268353
POU5F1	TLR4	0.011909622699022293
TP53	TIPARP	0.011907083913683891
CTNNB1	GATA4	0.0119068194180727
TP53	ZCCHC11	0.01190564502030611
TP53	KLF6	0.011904865503311157
TP53	TNC	0.011904789134860039
NANOG	E2F3	0.011903307400643826
DNMT3B	NANOG	0.011902756057679653
PRDM1	GLRX	0.011900302954018116
NANOG	HNRNPAB	0.011900250799953938
JUND	HCFC1	0.011899979785084724
ZFP42	MCC	0.011899948120117188
TP53	RAB31	0.011899420991539955
TRIM28	GATA2	0.011899014003574848
JUND	EOMES	0.011898871511220932
TP53	GTF3C4	0.011898050084710121
EOMES	CCPG1	0.011897332035005093
NANOG	NFE2L3	0.011897160671651363
TRIM28	NCAPG	0.011897108517587185
TP53	NOL11	0.01189504936337471
TP53	SLITRK2	0.011894174851477146
TRIM28	ZNF471	0.01189389731734991
JUND	PDGFA	0.01189365517348051
NANOG	PSIP1	0.01189175434410572
TRIM28	PARN	0.011891617439687252
TP53	TLR7	0.011891327798366547
JUND	SLC35A3	0.011890743859112263
TP53	SRSF10	0.011890549212694168
TRIM28	KIAA1467	0.011890036053955555
TRIM28	CIITA	0.01188935711979866
NANOG	NFYB	0.011887449771165848
SMAD2	SOX4	0.01188675407320261
ZFP42	DAXX	0.011884503997862339
JUND	REL	0.011884392239153385
TRIM28	SRSF2	0.011883779428899288
CTNNB1	CCDC138	0.011883380822837353
TP53	KLF8	0.011882679536938667
POU5F1	PDCD4	0.011881903745234013
TRIM28	MLL3	0.01188154798001051
POU5F1	FER	0.011879884637892246
JUND	MPHOSPH9	0.011879528872668743
NANOG	GPC3	0.011879399418830872
TRIM28	REL	0.011879362165927887
JUND	H1F0	0.011878806166350842
TRIM28	SSB	0.011878328397870064
CTNNB1	CALCOCO1	0.01187599916011095
JUND	CRABP2	0.011874418705701828
JUND	PLK2	0.011873826384544373
EOMES	ZBTB38	0.011873759329319
EOMES	ARHGAP28	0.011871565133333206
CTNNB1	FAM89A	0.011871561408042908
ZFP42	PRIC285	0.011870943941175938
ZFP42	BMPR1A	0.01187086757272482
JUND	LRRCC1	0.011870510876178741
TRIM28	BCL11A	0.011870326474308968
ZFP42	OTUD6B	0.011869459412992
CTNNB1	BMP4	0.011869177222251892
TRIM28	PRDM14	0.011868995614349842
JUND	STAT2	0.011868461966514587
JUND	ATP11B	0.011868393048644066
NANOG	PARP1	0.011868218891322613
TRIM28	STC1	0.011868102476000786
ZFP42	TFDP1	0.011867144145071507
TRIM28	ETV3	0.011865554377436638
JUND	OXTR	0.011865001171827316
ZFP42	GCM1	0.011864601634442806
TRIM28	CNBP	0.011864297091960907
JUND	FST	0.011862198822200298
NANOG	SORL1	0.011862113140523434
ZFP42	POLR2G	0.01186198741197586
TP53	POLR3G	0.011861260049045086
JUND	ZIC2	0.011859433725476265
ZFP42	ERCC-00130	0.01185694895684719
ZFP42	POLR2F	0.011855381540954113
CTNNB1	REL	0.011854263022542
CTNNB1	TGFB1I1	0.011854186654090881
TP53	ZNF398	0.011853671632707119
JUND	COL5A2	0.011853651143610477
TRIM28	PURA	0.011852217838168144
NANOG	PATZ1	0.011852185241878033
EOMES	RHOBTB3	0.01185078639537096
TP53	KAT7	0.01185070164501667
NANOG	CTBP1	0.01184946857392788
TP53	NCOA6	0.011848649010062218
ZFP42	GATAD2A	0.011846990324556828
ZFP42	SRSF3	0.011844981461763382
TP53	ETS1	0.011843914166092873
JUND	GRPR	0.011843481101095676
NANOG	UTP15	0.011843133717775345
CTNNB1	TTC39B	0.01184130273759365
CTNNB1	BAG3	0.011841054074466228
TP53	CCPG1	0.011839061044156551
NANOG	MRS2	0.011837467551231384
JUND	MIA3	0.011836327612400055
TRIM28	ZNF142	0.011834840290248394
JUND	ALS2CR8	0.01183449849486351
CTNNB1	APOBEC3G	0.011833184398710728
ZFP42	THY1	0.01183286402374506
NANOG	IRF1	0.011831842362880707
ZFP42	GTF2H2D	0.011830972507596016
JUND	CD48	0.011830569244921207
EOMES	PRTG	0.011830543167889118
EOMES	AGL	0.011830385774374008
TRIM28	GINS2	0.011830045841634274
TP53	PREPL	0.011828538030385971
TP53	ZRANB2	0.011827817186713219
JUND	BMP2	0.01182696595788002
CTNNB1	SETBP1	0.011826785281300545
NANOG	TMEM47	0.011826696805655956
TRIM28	CUL1	0.011826162226498127
NANOG	LMX1B	0.01182409655302763
TRIM28	ZBTB2	0.011824078857898712
ZFP42	STAT2	0.011824076995253563
ZFP42	NPM1	0.011823935434222221
NANOG	MCM4	0.011823057197034359
TRIM28	RAVER2	0.011822978965938091
ZFP42	PHF17	0.011821660213172436
EOMES	YBX1	0.011821595951914787
NANOG	LIMD1	0.011820884421467781
DNMT3B	SLC39A11	0.011818746104836464
TRIM28	VPS13C	0.011817939579486847
NANOG	ALS2CR8	0.011817763559520245
JUND	RGS5	0.011815955862402916
TRIM28	DNA2	0.01181537751108408
JUND	CCDC81	0.011815088801085949
JUND	MLLT3	0.011814908124506474
TP53	RNF19A	0.01181394886225462
TP53	EHMT2	0.011812922544777393
NANOG	AES	0.011812462471425533
EOMES	ANGPT2	0.011811635456979275
GATA3	LEF1	0.011811020784080029
ZFP42	FAM135A	0.011810989119112492
ZFP42	KIAA1467	0.01181044615805149
TP53	CBR1	0.01180922333151102
TP53	PAWR	0.011808080598711967
POU5F1	APBB1	0.01180796604603529
TRIM28	MLLT3	0.011806258000433445
JUND	WWTR1	0.011806205846369267
POU5F1	SHOX2	0.0118036400526762
POU5F1	PLK1	0.011801619082689285
EOMES	COL1A2	0.011799602769315243
TP53	ERCC-00043	0.01179795153439045
TP53	TTK	0.011796686798334122
ZFP42	UPF2	0.011796579696238041
TRIM28	RAD51	0.011796271428465843
JUND	ERCC-00074	0.011796114034950733
JUND	CEP290	0.011796053498983383
TRIM28	WDR12	0.011794237419962883
TRIM28	TTN	0.011793183162808418
JUND	PDCD11	0.011790749616920948
POU5F1	MAN1A1	0.011790539138019085
JUND	SPIB	0.011789724230766296
ZFP42	SRSF1	0.011787110939621925
NANOG	SH3BGRL	0.011786581948399544
TRIM28	PPPDE1	0.01178518496453762
TP53	TRIM2	0.011784709058701992
TRIM28	FBXO34	0.011783980764448643
GATA3	CYP1B1	0.011783824302256107
